long,lat,alt,gradient,speed,acceleration,time
7.071067811865475e-05,7.071067811865475e-05,7.071067811865476e-07,0.7071067811865476,0.019,1.9307035354437183,0.01
0.00027577164466275353,0.00027577164466275353,2.7577164466275354e-06,0.7071067811865476,0.038,1.9307035354437183,0.02
0.0006151828996322963,0.0006151828996322963,6.151828996322964e-06,0.7071067811865476,0.057,1.9307035354437183,0.03
0.0010889444430272832,0.0010889444430272832,1.0889444430272833e-05,0.7071067811865476,0.076,1.9307035354437183,0.04
0.001697056274847714,0.001697056274847714,1.6970562748477143e-05,0.7071067811865476,0.095,1.9307035354437183,0.05
0.002439518395093589,0.002439518395093589,2.439518395093589e-05,0.7071067811865476,0.114,1.9307035354437183,0.06
0.003316330803764908,0.003316330803764908,3.316330803764908e-05,0.7071067811865476,0.133,1.9307035354437183,0.07
0.004327493500861671,0.004327493500861671,4.327493500861671e-05,0.7071067811865476,0.152,1.9307035354437183,0.08
0.0054730064863838775,0.0054730064863838775,5.473006486383878e-05,0.7071067811865476,0.171,1.9307035354437183,0.09
0.0067528697603315285,0.0067528697603315285,6.752869760331529e-05,0.7071067811865476,0.19,1.9307035354437183,0.1
0.008167083322704624,0.008167083322704624,8.167083322704625e-05,0.7071067811865476,0.209,1.9307035354437183,0.11
0.009715647173503162,0.009715647173503162,9.715647173503164e-05,0.7071067811865476,0.228,1.9307035354437183,0.12
0.011398561312727146,0.011398561312727146,0.00011398561312727147,0.7071067811865476,0.247,1.9307035354437183,0.13
0.013215825740376573,0.013215825740376573,0.00013215825740376573,0.7071067811865476,0.266,1.9307035354437183,0.14
0.015167440456451443,0.015167440456451443,0.00015167440456451446,0.7071067811865476,0.285,1.9307035354437183,0.15
0.01725340546095176,0.01725340546095176,0.0001725340546095176,0.7071067811865476,0.304,1.9307035354437183,0.16
0.01947372075387752,0.01947372075387752,0.0001947372075387752,0.7071067811865476,0.323,1.9307035354437183,0.17
0.02182838633522872,0.02182838633522872,0.00021828386335228723,0.7071067811865476,0.342,1.9307035354437183,0.18
0.02431740220500537,0.02431740220500537,0.0002431740220500537,0.7071067811865476,0.361,1.9307035354437183,0.19
0.02694076836320746,0.02694076836320746,0.0002694076836320746,0.7071067811865476,0.38,1.9307035354437183,0.2
0.029698484809834995,0.029698484809834995,0.00029698484809834993,0.7071067811865476,0.399,1.9307035354437183,0.21
0.03259055154488798,0.03259055154488798,0.00032590551544887974,0.7071067811865476,0.418,1.9307035354437183,0.22
0.0356169685683664,0.0356169685683664,0.00035616968568366397,0.7071067811865476,0.437,1.9307035354437183,0.23
0.03877773588027027,0.03877773588027027,0.0003877773588027027,0.7071067811865476,0.456,1.9307035354437183,0.24
0.04207285348059958,0.04207285348059958,0.0004207285348059958,0.7071067811865476,0.475,1.9307035354437183,0.25
0.04550232136935434,0.04550232136935434,0.00045502321369354337,0.7071067811865476,0.494,1.9307035354437183,0.26
0.049066139546534535,0.049066139546534535,0.0004906613954653454,0.7071067811865476,0.513,1.9307035354437183,0.27
0.05276430801214018,0.05276430801214018,0.0005276430801214018,0.7071067811865476,0.532,1.9307035354437183,0.28
0.05659682676617127,0.05659682676617127,0.0005659682676617126,0.7071067811865476,0.551,1.9307035354437183,0.29
0.0605636958086278,0.0605636958086278,0.000605636958086278,0.7071067811865476,0.57,1.9307035354437183,0.3
0.06466491513950977,0.06466491513950977,0.0006466491513950977,0.7071067811865476,0.589,1.9307035354437183,0.31
0.06890048475881719,0.06890048475881719,0.000689004847588172,0.7071067811865476,0.608,1.9307035354437183,0.32
0.07327040466655005,0.07327040466655005,0.0007327040466655006,0.7071067811865476,0.627,1.9307035354437183,0.33
0.07777467486270835,0.07777467486270835,0.0007777467486270837,0.7071067811865476,0.646,1.9307035354437183,0.34
0.08241329534729211,0.08241329534729211,0.0008241329534729212,0.7071067811865476,0.665,1.9307035354437183,0.35
0.08718626612030131,0.08718626612030131,0.0008718626612030131,0.7071067811865476,0.684,1.9307035354437183,0.36
0.09209358718173595,0.09209358718173595,0.0009209358718173595,0.7071067811865476,0.703,1.9307035354437183,0.37
0.09713525853159603,0.09713525853159603,0.0009713525853159604,0.7071067811865476,0.722,1.9307035354437183,0.38
0.10231128016988156,0.10231128016988156,0.0010231128016988157,0.7071067811865476,0.741,1.9307035354437183,0.39
0.10762165209659252,0.10762165209659252,0.0010762165209659254,0.7071067811865476,0.76,1.9307035354437183,0.4
0.11306637431172895,0.11306637431172895,0.0011306637431172896,0.7071067811865476,0.779,1.9307035354437183,0.41
0.11864544681529081,0.11864544681529081,0.0011864544681529081,0.7071067811865476,0.798,1.9307035354437183,0.42
0.12435886960727811,0.12435886960727811,0.0012435886960727811,0.7071067811865476,0.817,1.9307035354437183,0.43
0.13020664268769086,0.13020664268769086,0.0013020664268769085,0.7071067811865476,0.836,1.9307035354437183,0.44
0.13618876605652905,0.13618876605652905,0.0013618876605652904,0.7071067811865476,0.855,1.9307035354437183,0.45
0.1423052397137927,0.1423052397137927,0.0014230523971379267,0.7071067811865476,0.874,1.9307035354437183,0.46
0.14855606365948176,0.14855606365948176,0.0014855606365948176,0.7071067811865476,0.893,1.9307035354437183,0.47
0.1549412378935963,0.1549412378935963,0.001549412378935963,0.7071067811865476,0.912,1.9307035354437183,0.48
0.16146076241613627,0.16146076241613627,0.0016146076241613627,0.7071067811865476,0.931,1.9307035354437183,0.49
0.16811463722710168,0.16811463722710168,0.0016811463722710169,0.7071067811865476,0.95,1.9307035354437183,0.5
