long,lat,alt,gradient,speed,acceleration,time
0.22275,0.0,0.0,0.0,22.25,-5.0,0.01
0.445,0.0,0.0,0.0,22.2,-5.0,0.02
0.66675,0.0,0.0,0.0,22.15,-5.0,0.03
0.8879999999999999,0.0,0.0,0.0,22.1,-5.0,0.04
1.10875,0.0,0.0,0.0,22.05,-5.0,0.05
1.329,0.0,0.0,0.0,22.0,-5.0,0.06
1.54875,0.0,0.0,0.0,21.95,-5.0,0.07
1.768,0.0,0.0,0.0,21.9,-5.0,0.08
1.98675,0.0,0.0,0.0,21.85,-5.0,0.09
2.205,0.0,0.0,0.0,21.8,-5.0,0.1
2.42275,0.0,0.0,0.0,21.75,-5.0,0.11
2.64,0.0,0.0,0.0,21.7,-5.0,0.12
2.85675,0.0,0.0,0.0,21.65,-5.0,0.13
3.073,0.0,0.0,0.0,21.6,-5.0,0.14
3.28875,0.0,0.0,0.0,21.55,-5.0,0.15
3.504,0.0,0.0,0.0,21.5,-5.0,0.16
3.71875,0.0,0.0,0.0,21.45,-5.0,0.17
3.933,0.0,0.0,0.0,21.4,-5.0,0.18
4.14675,0.0,0.0,0.0,21.35,-5.0,0.19
4.36,0.0,0.0,0.0,21.3,-5.0,0.2
4.57275,0.0,0.0,0.0,21.25,-5.0,0.21
4.785,0.0,0.0,0.0,21.2,-5.0,0.22
4.9967500000000005,0.0,0.0,0.0,21.15,-5.0,0.23
5.208,0.0,0.0,0.0,21.1,-5.0,0.24
5.41875,0.0,0.0,0.0,21.05,-5.0,0.25
5.6290000000000004,0.0,0.0,0.0,21.0,-5.0,0.26
5.83875,0.0,0.0,0.0,20.95,-5.0,0.27
6.048,0.0,0.0,0.0,20.9,-5.0,0.28
6.25675,0.0,0.0,0.0,20.85,-5.0,0.29
6.465,0.0,0.0,0.0,20.8,-5.0,0.3
6.67275,0.0,0.0,0.0,20.75,-5.0,0.31
6.88,0.0,0.0,0.0,20.7,-5.0,0.32
7.08675,0.0,0.0,0.0,20.65,-5.0,0.33
7.293,0.0,0.0,0.0,20.6,-5.0,0.34
7.49875,0.0,0.0,0.0,20.55,-5.0,0.35
7.704000000000001,0.0,0.0,0.0,20.5,-5.0,0.36
7.90875,0.0,0.0,0.0,20.45,-5.0,0.37
8.113,0.0,0.0,0.0,20.4,-5.0,0.38
8.316749999999999,0.0,0.0,0.0,20.35,-5.0,0.39
8.52,0.0,0.0,0.0,20.3,-5.0,0.4
8.72275,0.0,0.0,0.0,20.25,-5.0,0.41
8.924999999999999,0.0,0.0,0.0,20.2,-5.0,0.42
9.12675,0.0,0.0,0.0,20.15,-5.0,0.43
9.328,0.0,0.0,0.0,20.1,-5.0,0.44
9.528749999999999,0.0,0.0,0.0,20.05,-5.0,0.45
9.729,0.0,0.0,0.0,20.0,-5.0,0.46
9.928749999999999,0.0,0.0,0.0,19.95,-5.0,0.47
10.127999999999998,0.0,0.0,0.0,19.9,-5.0,0.48
10.326749999999999,0.0,0.0,0.0,19.85,-5.0,0.49
10.524999999999999,0.0,0.0,0.0,19.8,-5.0,0.5
10.722749999999998,0.0,0.0,0.0,19.75,-5.0,0.51
10.919999999999998,0.0,0.0,0.0,19.7,-5.0,0.52
11.116749999999998,0.0,0.0,0.0,19.65,-5.0,0.53
11.312999999999997,0.0,0.0,0.0,19.6,-5.0,0.54
11.508749999999997,0.0,0.0,0.0,19.55,-5.0,0.55
11.703999999999997,0.0,0.0,0.0,19.5,-5.0,0.56
